EntityInternalID,NetSalesCurrent,NetSalesPriorYear,InterestExpense,NetIncomeCurrent,NetIncomePriorYear,CashMarketableSecurities,AccountsReceivableCurrent,AccountsReceivablePriorYear,InventoryCurrent,InventoryPriorYear,CurrentAssetsCurrent,CurrentAssetsPriorYear,TangibleAssets,FixedAssets,TotalAssetsPriorYear,ShortTermDebt,CurrentMaturitiesLongTermDebt,CurrentLiabilitiesCurrent,CurrentLiabilitiesPriorYear,LongTermDebt,CapitalExpenditures,AccountsPayablePriorYear,TotalAssetsCurrent,TotalLiabilities,AccountsPayableCurrent,RetainedEarnings,MinorityInterest,DateLastAudit,EntityName,DateFinancials,GuarantorTIN,GuarantorName,GuarantorInternalRiskRating,GuarantorInternalID,GuarantorFlag,LineReportedOnFRY9C,LienPosition,LineOfBusiness,InterestRateVariability,InterestRateIndex,InterestRateSpread,InterestRateCeiling,InterestRateFloor,CustomerID,InternalCreditFacilityID,OriginalInternalCreditFacilityID,IndustryCodeType,SecurityType,TaxStatus,StockExchange,IndustryCode,TKR,TIN,InterestRate,ObligorName,Country,City,CUSIP,ZipCodeForeignMailingCode,OriginationDate,MaturityDate,OriginalInternalObligorID,FacilityType,CreditFacilityPurpose,CommittedExposure,UtilizedExposure,CumulativeChargeoffs,PastDue,NonAccrualDate,InternalRating
bac61b5c-ae76-4e62-a24d-35e44e748e38,355893,934775,49605,419419,44847,3410396,66238,794827,270495,182659,918725,1699220,2476576,8211335,586996,4740391,1936723,4873237,79780,4512188,163465,461761,7370924,3281413,562950,4392888,NA,1972-08-05,Acosta PLC,2002-01-01,484-51-3043,NA,NA,NA,Partial guarantee,61,Contractually Subordinated,current,1,Other,NA,NA,NONE,43da3634-453d-4580-96be-9330d299f416,70f2eb0b-f7c2-4fa0-985c-6492ded2e144,910f9eda-f66e-4b48-ae09-0e1f7e962991,SIC,9058,Tax Exempt,employee,915902,usually,260-32-5593,8.26,"Green, Davis and Pena",ER,Lake Ethan,PQ970540,01541,1991-06-22,2034-11-13,3e1a4789-48df-4088-9d89-7aac74c5a54b,1,2,910514,582069,5694,49513,2000-12-17,stand
e90906cc-7753-433d-9067-15d81a73e4d7,434578,423190,10337,219581,114958,1091478,729782,684954,7761,446613,2837752,631457,7747107,8765801,8191533,90247,2351926,1748762,2168226,7504494,372511,408509,1008889,1869638,770965,4389972,98036,2022-10-26,Taylor Inc,1971-04-24,059-15-1335,NA,NA,8786a0a1-0f84-4bf8-bbc4-3508395604db,U.S. Government Agency Guarantee,20,Second Lien,dinner,2,Not applicable (Fixed or entirely fee based),NA,8.64,NA,273f96fa-5ec1-422b-908c-8a4f1b8b0fb7,4e80bea4-9e6b-49e3-9722-2d37ba6b2b70,3cc6d08f-f8a3-42e6-8f7e-9d7a34af5981,GICS,7419,Taxable,power,688276,manage,NA,NA,Jimenez-Rivera,SE,Holmeston,WO546549,05220,1975-09-21,2032-11-27,000ef13f-3cde-4aa3-91c0-f19db4106aba,8,2,467249,464508,51019,673863,2020-11-21,thank
4fe6cf35-a3a0-4caa-b4ac-ab51e1ace3fe,694340,396686,10604,201035,243711,2525999,262006,240539,257231,94193,4557392,1300284,3809872,2429041,1648340,321084,4164242,4748005,1512491,5828612,96667,835805,4509323,2579932,435529,2643592,NA,2017-09-24,Bradley-Serrano,2008-05-28,NA,Justin Harvey,NA,NA,No guarantee,3,Contractually Subordinated,prepare,2,PRIME or Base,-4.66,NONE,3.13,56849e58-d2a5-43c4-834a-8fbd72f16a03,986405a7-040a-419a-bb83-c1c57e019e9b,32d3c242-c3d3-4e92-bd45-0417a4509a56,SIC,5588,Taxable,north,741024,low,088-56-8861,NA,"Moyer, Reynolds and Galloway",GM,Chandlerview,VZ911073,98419,2021-04-08,2050-06-21,3fefd98e-14bd-4215-a85f-e81bc118882b,1,4,862794,569947,NA,285629,1974-07-11,week
6f2847d5-83ad-4dd5-a798-8327135d1887,992479,956525,5033,416149,59107,1868394,714992,740717,202805,124995,254824,4911752,9327355,5377112,8903604,2456550,2390576,4394811,1845293,7979654,578755,540465,6898078,3095371,411872,1519991,NA,2001-06-08,"Powell, Taylor and Odom",1986-04-25,800-98-6132,NA,large,NA,U.S. Government Agency Guarantee,10,Contractually Subordinated,sport,2,SOFR,NA,19.4,6.51,0c83a263-bab6-4fef-944d-bcf88c2bca49,e460c3a1-6b55-4f14-ac77-bd26aa915b28,74f87de4-18c5-4367-97ec-e2c339f023ab,SIC,4014,Taxable,gas,660768,this,514-19-1028,10.77,"Roberts, Jenkins and Coleman",IE,Lake Lindaport,ZP603039,69186,2022-06-03,2028-07-07,cd8dbb08-8dc9-4aae-bbc8-3d855d0d4c1d,5,3,651805,491702,62470,372222,2013-11-25,must
801dbfb1-4373-4e92-baaa-57bdb729bfde,663089,160230,16944,448045,226843,1080450,282324,118889,247867,197387,1440855,3683612,8258523,9039030,8028925,3410282,3757261,1711063,4827764,7664576,726800,784695,8321009,8525344,534003,3751747,NA,1974-05-15,Miller LLC,2009-07-23,NA,NA,see,4b307f7e-c459-45e1-834e-d86c7f230153,Partial guarantee,50,Senior Unsecured,take,4,LIBOR,-5.90,NONE,NONE,84852137-6cfe-4508-a2f9-459fbb0083eb,7f18e024-384f-4f16-8cd7-4279915a14f2,be5db4c6-a0ee-471f-bee3-675df1b6aa4a,SIC,8911,Tax Exempt,hundred,842096,performance,030-06-3064,NA,"Gregory, Ward and Ruiz",DM,Angelamouth,YS346205,94048,1988-03-04,2053-12-04,bb317608-0c5e-45e9-a4a7-89169419d1a3,7,10,577625,258183,NA,103739,2004-04-16,cultural
ca7ec402-0d34-47fb-a32a-46199d4b23ad,466486,102458,45221,287074,417832,4375270,880514,909698,436241,375174,3340572,2848640,6534582,8447757,6038497,1263675,3745440,4337420,2830283,3489610,640503,902638,2587952,5717427,750557,4862152,NA,2009-04-11,Walsh Inc,1988-06-09,NA,NA,under,NA,U.S. Government Agency Guarantee,98,First-Lien Senior,week,4,Mixed,NA,12.53,NONE,e32dedfd-54f6-4653-8f9a-32645d0c48c1,861cbd1c-1ca9-4835-89b6-111d3c42ca02,aeeb3a66-71c8-463f-9311-b099366beb8a,NAICS,2984,Tax Exempt,throw,437581,size,NA,NA,Morris-Evans,SC,Willisborough,FA163564,10775,1998-03-29,2043-10-15,0fb28156-e982-448a-bc53-a236554405fd,2,1,116274,951259,18287,150045,1980-06-03,consider
7f4cc25f-60f5-4b8c-b049-d42d20f1d36f,114151,350270,46204,319558,162697,777587,488433,475062,156878,74912,2037033,3778589,2624015,4015915,9565999,2022447,3328524,178761,1501866,5143582,252774,544824,5151423,2582967,568921,1529297,40541,1974-06-01,Salazar-Morales,1983-10-21,798-75-2776,Mrs. Alison Baker,age,b1719ee4-981d-4fe2-b10c-30c9d083cca7,No guarantee,63,First-Lien Senior,bad,3,PRIME or Base,4.46,NONE,NONE,688a7f7e-128d-4451-95f9-5c34dc411123,af4154dc-4ecc-4404-b5c1-6392d574507a,41904845-5d61-445d-bdde-d2f6af56e313,GICS,7134,Tax Exempt,knowledge,948037,most,NA,3.6,Trevino Group,LI,Lake Erik,NK798736,56138,2012-03-01,2026-01-22,5b0176f8-3de1-477a-94d1-79ffec89d37c,5,6,13574,839581,NA,145859,1992-02-28,professional
89f0af65-32f2-4357-af8b-4e2e0e0d80af,485692,274154,19721,388977,205062,286218,289418,262946,126032,245384,2046510,593358,3252801,4347405,3550840,1294107,1150718,1384688,3291604,8097943,125937,868973,9789124,967063,278236,3054416,69118,2020-07-17,Snyder-Frey,1990-06-08,NA,NA,imagine,NA,Partial guarantee,70,First-Lien Senior,smile,3,PRIME or Base,NA,17.69,NA,c5044e6a-ac86-4aa4-b906-288ffafbd83f,f88412be-18a8-4b8b-88ec-49cb3980ad33,88cf70ce-b99f-4d51-b3c6-0ba167a395c1,GICS,6566,Tax Exempt,evening,845756,oil,NA,NA,Clark-Gomez,KR,South Benjaminview,KI311441,10005,2012-10-16,2045-10-28,9b904a7c-9907-4eee-92df-a88c0c50c520,7,9,795974,85465,11440,766407,1979-03-17,easy
8a87d651-894e-491e-82a2-66b916e80882,704547,764439,37840,318734,372060,2830438,953460,16342,62003,400893,114030,1162797,1198642,4344230,1598988,4940452,2245168,883851,1256069,3301929,878474,132347,5971510,7494705,814425,3669494,62938,1980-07-13,Garcia-Lowe,2015-01-29,145-13-5407,NA,leader,NA,No guarantee,72,Contractually Subordinated,include,1,Not applicable (Fixed or entirely fee based),6.29,NONE,NONE,52343ce2-6030-4f34-8819-9167c4b4e7ad,9e7bf5af-9020-45d2-95bd-42745e2091ac,df38802b-ce2b-40b2-a611-ed5cbed688c8,SIC,9660,Tax Exempt,job,772921,attention,NA,3.19,"Lawrence, Myers and Poole",SV,Stevensland,DJ663111,14165,1978-12-09,2052-01-21,e9f76143-5ef7-49a0-95bf-b5622eeef726,9,3,58993,287958,NA,960530,1988-03-15,medical
62049ffb-eb41-43cf-9cd2-28c7622d4d9d,954862,286753,37487,145061,33621,2375636,536975,921903,299673,89458,540306,878052,8991117,2351031,929686,3228331,767746,3662365,2410726,5759638,715184,937726,6021155,7400474,846821,3104616,NA,1992-12-20,Brown-Adams,2021-10-19,NA,NA,NA,acf57ec2-e55e-48bd-a172-a8f443984cd4,U.S. Government Agency Guarantee,86,First-Lien Senior,child,2,Not applicable (Fixed or entirely fee based),-6.92,16.73,NONE,0b151b10-63b1-4354-a6cd-d7729f819249,39354a91-0452-4cde-8818-43e091c9ac42,6803d22f-b3e2-4e5e-bd46-7475002094a5,NAICS,1056,Tax Exempt,record,510179,light,NA,NA,"Miranda, Bush and Robles",DE,Payneton,CB350702,40500,2020-10-28,2036-01-23,86be8a07-64c9-491a-8d48-1a6fe7159002,2,4,975665,808146,74190,710186,2016-11-12,together
dff6aedf-ef14-47be-b57a-3c2ea3b643f5,809516,575308,41070,4937,383242,701881,731184,444734,145087,138800,1618550,2678222,4934327,3419127,768784,1028606,2289829,723513,77413,970157,896098,829317,2668135,2853231,932069,2309868,NA,1972-03-15,Howell-Burton,1985-11-30,418-05-6068,NA,fine,NA,Partial guarantee,14,Contractually Subordinated,material,1,PRIME or Base,NA,NONE,NONE,3552bf35-edce-4070-b815-55186d145115,b2596cba-c76a-4562-857d-16b108892d65,882d7a8f-b69d-497b-b75a-9a066fd017fe,NAICS,9181,Taxable,way,552894,anyone,050-15-6527,10.82,House and Sons,MH,New Oliviaside,RQ666657,68244,2018-09-06,2031-02-05,e51de4fe-c112-4d81-80ae-9e8caaa28057,5,2,978271,171587,NA,291217,1999-08-21,within
618b3adb-95c1-409a-90e3-586f4c3953b4,889166,296148,27463,229971,95634,4396378,431398,853306,484093,421121,3326873,3998010,6006288,7814543,24786,2589861,2931271,4702188,1434450,4238655,439476,998685,472885,9006463,336750,4938298,NA,2013-10-30,Thomas Inc,2008-11-19,NA,Deborah Rivera,doctor,NA,U.S. Government Agency Guarantee,57,Contractually Subordinated,its,3,SOFR,9.71,NONE,NONE,b7d1c4ca-6f5b-4fde-97af-204e2565ea9b,933c263a-e3a0-4261-8d8a-d0515b09495a,61d4d509-f06b-47e2-8e55-2d9b2e2e7c8f,NAICS,1072,Tax Exempt,kind,792344,lawyer,NA,9.62,"Richardson, Preston and Wood",MN,East Brianburgh,XB114989,63013,2000-04-03,2047-08-05,6b986774-ca39-429d-ada7-77c63ddfda2f,9,8,437919,273650,NA,406113,2012-06-30,card
14d431fb-37a7-49a5-adb0-bc36ecfd403e,10086,260279,29011,246529,282935,1229282,859886,763439,397843,176616,3104174,4738184,9047263,5705454,4967660,1054321,4570492,3475393,2550248,769844,38001,661605,4561572,8244127,650886,3201414,36015,2025-02-17,"Mcdonald, Barnes and Klein",2022-10-29,862-81-6036,NA,NA,NA,No guarantee,92,Second Lien,important,1,Treasury Index,7.29,NA,5.54,df34f1cb-55f9-4165-ba17-148cd20400bb,e7f88975-45e8-4a79-aaf6-4ad099a401d5,2579651f-00ff-4fe7-95c9-fff1101408e2,NAICS,7570,Taxable,laugh,79498,lot,449-76-1946,6.77,Glenn-Lewis,ES,Johnnyburgh,SD733874,08864,2018-02-10,2038-07-16,cbdfb4cb-bc45-4e3d-85da-eed7561576c1,6,1,309732,919305,9605,548233,1970-06-02,day
42fc6246-9038-4803-b34e-27167b4233eb,183489,180621,26060,392213,490816,1455931,334450,802687,242629,296043,1043919,1837898,5055272,3255446,5633637,2620847,4522728,1917191,3557216,7785107,235678,467083,3638923,342733,125573,4249222,NA,1983-02-12,"Jones, Hernandez and Howard",1987-04-02,664-38-6760,NA,whole,17ed637e-4319-4131-af2d-dbf0071ff9c4,No guarantee,24,Second Lien,the,2,SOFR,NA,NA,NONE,0105206a-b0c0-4601-9340-e3bd655c4910,b789c49a-3781-4700-96e9-63ba46c59a53,60442fa8-c5e1-438e-b16d-3de9ba378128,NAICS,5958,Tax Exempt,cold,983787,piece,NA,NA,Bryant-Phillips,ID,Mitchellfurt,QT971226,78023,1995-04-17,2038-10-28,db0365bb-be95-4c7b-87d3-5fbd1a9b2712,6,3,596066,371529,73607,521015,2002-02-01,system
47ea5b02-aa67-4f43-a935-4ab98f125ffd,86451,714143,46309,496974,152193,4530970,173790,740872,130075,110235,438589,4486703,6276045,4009685,755682,3372885,2564591,1724141,1708397,2849194,18800,226882,7414525,8963926,234148,3081459,58148,2010-10-28,Kelley LLC,2000-01-03,NA,John Jefferson,NA,NA,Partial guarantee,77,Second Lien,smile,4,LIBOR,NA,8.83,NA,acf0899d-330a-4840-ad8a-3ddf478cda82,319729c6-05c5-48cd-8af5-6eb0612b9917,7af7146e-bcee-4b50-a96f-df7b3b56fb4b,GICS,5863,Taxable,note,460458,large,709-01-7170,6.57,Parsons Group,UZ,Burtonville,TQ728488,19686,2006-05-13,2030-10-02,e7380608-9364-4b6c-9831-76916d3dab4d,6,4,804281,952937,NA,366644,2022-03-07,foreign
8c8deba2-aa65-4259-baac-e2a9b26dffbf,830848,383084,5674,21945,453012,1843101,250866,855250,391244,116973,1876922,3239175,7501370,2098766,9676169,4665808,4473136,4483043,3197130,2938428,291710,554316,418718,7197989,321518,1160216,NA,1984-09-03,Stanton PLC,1982-04-08,508-60-4434,Robin Parker,NA,bb62f657-5aa3-4df0-9c19-ffbe02574028,U.S. Government Agency Guarantee,64,First-Lien Senior,where,4,Treasury Index,NA,NONE,NA,efa2b779-c65c-4277-b8c2-7b18f1de8e3b,107d8e1e-e052-4b57-8006-de42f554b6e2,657ad3e2-0464-4252-8ed8-eeddda1ab3b1,GICS,2208,Tax Exempt,believe,923422,fear,839-54-1651,8.73,Holmes-Mitchell,TW,South Steven,VE689972,68007,1998-10-20,2049-02-03,405de4ef-b771-471f-a0bb-e6d711b60628,2,8,202955,269908,86274,699623,2022-01-24,central
d45bcdcb-e16d-4abc-910c-187a7c34c283,393538,99930,47700,70564,332418,1661387,183466,978019,282646,181701,4831665,455015,307157,6021544,685098,410118,467485,1359441,4190407,7598715,804448,118382,2571398,736641,686170,2895911,NA,1994-07-19,Wade and Sons,2009-04-08,NA,NA,involve,NA,No guarantee,7,Contractually Subordinated,on,2,Other,5.53,NONE,NONE,5357eee0-7348-4bf7-a9f4-88188c8a41fb,97f0ac35-e058-4d27-b7d9-5170b0a503ca,d9ba4835-a3a9-45d5-b8b4-fb9379a7d7ad,GICS,653,Tax Exempt,tend,401635,when,NA,NA,Cobb-Wheeler,BH,Fisherside,XE474219,38156,2012-06-07,2041-11-07,532649cb-cf7d-46c4-9c5e-cfd70ed355a4,4,3,111401,53095,2072,322005,1973-04-26,me
15e295a8-7761-41f0-900c-a94aae41bea8,911896,829386,25138,423810,329698,3098780,195312,737248,316011,386934,423183,2866581,1700407,8105589,1923600,2982918,1823531,4680355,134376,5171198,45176,665514,5754881,7581821,142716,16605,75272,1988-10-19,Greer Ltd,1987-10-17,357-48-0044,Daniel Benson,NA,45faa85a-1aa3-4d43-9144-7e0d47163e29,No guarantee,88,Contractually Subordinated,fight,4,PRIME or Base,NA,NONE,NONE,4049f718-cf94-4e1d-80ad-6c5ba8bd599c,fa3fe26d-92aa-4776-9a5a-f9be77dcd840,851f9d8a-2ba0-43a1-9ebf-7b53c85b1673,SIC,5067,Tax Exempt,same,86148,father,223-47-2183,1.87,Wang PLC,EC,Harrisonland,CP354311,25539,1997-07-03,2047-11-06,3151def9-9d60-4bd2-8baa-496a1820d191,7,7,451173,850849,NA,420986,1980-01-05,question
c32bb4f8-3b94-4879-91f8-4480ddb0d21b,400842,309720,28604,432247,137564,1217124,106710,519645,206683,279813,1262052,3312295,4923224,1659543,599776,1705989,4734437,2229388,753221,9391974,744123,4523,6870237,7177369,788423,4026171,NA,2011-04-08,Love LLC,2022-12-25,NA,Ronald Jackson,central,c25a592c-f332-4fcb-a708-12340ad7d9fc,Full guarantee,35,First-Lien Senior,one,2,PRIME or Base,NA,NA,NONE,81beb926-92d0-4d9a-85cb-381636d3806d,a1b6006d-f7f0-408f-8fad-29883b25403f,31e1a1b9-2a6f-407e-9f26-eb8609deb553,GICS,7818,Tax Exempt,store,951624,argue,291-94-2253,5.58,"Olsen, Romero and Bass",SN,Jamesmouth,RP145051,18581,1981-01-26,2034-03-08,2282656e-8f78-46c5-8d61-8ffbe71371a5,4,6,716383,345875,61838,516588,1993-04-29,big
4ab5472e-5909-4009-a884-c523e78d6d5c,200310,882780,46193,352751,305521,1476737,879168,349960,464210,131615,1584207,2115627,3573226,5616615,3305199,1576668,557853,397474,1142498,4560050,719410,105020,6239180,5821198,658941,608826,12464,2012-07-22,"Macias, Johnson and Wilkerson",1982-09-30,302-25-7408,Taylor West,water,NA,Full guarantee,12,Contractually Subordinated,industry,1,Treasury Index,NA,NA,NA,d11db9c9-e6bb-45cc-99af-9b3069c2f240,b694e503-2ef6-4a89-8d31-6bbb12b60edd,ea34f7b8-a0d1-49ab-9ef1-da26af2802e6,GICS,5053,Taxable,political,449018,discussion,307-37-1653,4.26,Baldwin-Bean,CO,Wandaview,BX904667,54672,2011-07-05,2030-01-05,173dfe99-263b-4105-a1b2-740963a8deff,6,7,450206,480461,5791,666771,1984-01-26,soon
7fcad880-1861-46d1-9982-8b09dfb23e1e,131453,485255,4717,4297,248547,4633598,943896,885500,400484,405082,777028,1585727,6071562,8538488,7319210,1310187,2252238,3221341,3724533,9485889,588336,3425,3325599,5815051,999827,1303887,NA,1992-10-16,Reynolds-Fleming,1983-05-27,NA,NA,medical,NA,Partial guarantee,18,Second Lien,to,4,Other,NA,NONE,NA,03424c0c-96fa-4b94-81dc-405749d1bf16,3b6ff926-5a1d-4d18-aa7b-742995e1109a,89d43524-a5e0-4830-b3cf-99055d14796a,SIC,823,Taxable,management,428754,foreign,024-67-6859,NA,Taylor-Hamilton,TO,New Samantha,RD532992,28387,2019-01-07,2053-06-16,b2f8f734-70a4-4731-bf00-0c01e2fa25fb,10,1,190570,606910,NA,192150,2003-08-09,participant
27418543-8b48-428e-9c1b-2a719e7fd713,571066,3242,6105,137307,2059,2601964,698727,143042,189416,44596,648256,274358,327377,7271793,682011,3294141,3528227,1755537,2074895,1075547,819956,160942,9878362,7277290,774791,1046730,NA,1974-12-15,Fleming-Phillips,1996-02-25,NA,NA,NA,NA,U.S. Government Agency Guarantee,54,Senior Unsecured,trip,1,SOFR,NA,15.76,NA,2d5c92a6-0762-4d15-819b-bf0a56624e1f,0431b7b4-540b-4592-b022-07002227765c,a1acc612-e5fa-4861-90f2-6f11aebd9e4d,GICS,1928,Taxable,election,400791,commercial,800-26-8031,5.56,Armstrong-Boyd,BN,Taylortown,RA186122,86968,1992-03-16,2038-10-26,bfc23e30-701c-46fe-a555-f0b89eea1503,7,1,189483,478200,NA,184274,2025-02-03,country
0c1ca18e-0fc3-406f-8d38-b85808443867,231921,496292,14805,360641,448920,90506,655421,571883,68955,348323,3808834,4114918,6329266,3069434,304760,3730449,1158818,3464998,536358,6240136,282101,89172,2502685,8658614,393203,1410528,47089,1980-07-30,"Lopez, Flynn and Castro",1987-02-03,NA,Joseph Richardson,NA,94242d15-4b21-4200-a2b1-9b04f1965e85,No guarantee,47,Contractually Subordinated,ever,2,Other,NA,9.47,NA,2d8f36f9-281a-47a7-a979-4b40f32cf983,e40ea258-50f8-4a25-8372-757afcfe16d4,31ee53b8-effb-4ca7-9833-00250dc52c5f,SIC,3724,Tax Exempt,the,832756,since,NA,2.51,"Davis, King and Walker",GY,Penashire,QM474587,20561,2013-05-04,2053-03-25,81d451c4-008e-4e3e-b156-5d5f89d40f2e,6,2,242032,997699,85580,560473,1999-04-28,capital
786ac900-1107-4e62-a3e3-6fe4fdfdfd09,404578,599145,7922,10696,331314,1123407,650379,688212,323397,49129,52375,4321325,1221420,4024947,2098505,1361509,2624723,704845,4442798,2580087,785997,742220,5015911,2921910,592989,510611,NA,1982-04-25,"Smith, Smith and Irwin",1979-12-03,822-26-5209,NA,NA,986ca527-f1c2-46ef-a5e3-f5fcd42b65c9,U.S. Government Agency Guarantee,77,Senior Unsecured,program,1,Other,NA,20.27,NA,92d27cbe-3517-43c8-a7e3-81925cee04a8,2c2884b2-1eff-49d1-ad36-3e0c17ba317a,6cc2049c-be40-4b22-994c-702050d6aefd,SIC,5908,Taxable,claim,64300,south,862-11-7964,8.11,Ochoa-Webb,TN,Glassburgh,AB576529,06747,1988-09-24,2031-06-16,67a82ab8-66ac-4684-aa3e-6147bfc787f9,2,5,487528,608068,34753,73827,1995-06-07,western
99780faf-8f88-4630-b34a-0b3455283e82,889677,612711,32609,110484,453626,4401887,85710,652054,256811,14817,875691,927930,3760861,7139391,7069179,4135658,1901275,2630960,2502522,9840840,331332,409366,9942169,7645133,414033,3939844,97760,2021-10-08,Ellis-Torres,1980-01-08,NA,Brian Russo,interview,eac0ed51-1e25-4e8e-890c-5dc27ebf293a,Partial guarantee,28,Senior Unsecured,card,4,Not applicable (Fixed or entirely fee based),NA,NA,NA,8ac1e583-a01a-427c-93af-e62f67bd6466,ff1d08b4-779a-4f68-954d-627dcc3277fc,7cb7cc9c-9eba-4277-a53b-d8434582aa54,GICS,3228,Taxable,owner,529003,without,165-32-0804,9.28,"Francis, Pace and Morse",PK,West Michaelton,TU973069,11196,1987-02-26,2041-03-11,ee508101-fb27-4d47-b123-89611b101b49,6,3,996473,989276,NA,822479,2006-01-17,else
715e3d3e-183d-4d6a-90e9-4b2666ad0f7a,166744,813767,35454,466183,51267,4189078,650871,55056,300540,164858,1464367,4456337,8859904,4988866,4123389,4572081,1138098,2148565,2393334,1128551,262151,380738,9386022,3840185,222829,4822502,27420,1975-04-03,Williamson Inc,1985-05-05,NA,NA,NA,6c4ed673-403b-4aa3-bee5-5a6344a1bdec,Partial guarantee,97,Senior Unsecured,ask,3,LIBOR,1.32,NA,NA,f6c155af-546f-4a50-b24b-8760acfbf7e1,9b00baa5-8748-4466-bb62-c4c9a2bffbaf,9fe68624-3f95-4bc2-8fcc-15aa4806443c,SIC,7517,Taxable,as,278940,consumer,419-41-2987,5.43,Nguyen-Williams,KM,Lake Charlesport,TR172043,07435,2003-07-21,2044-10-21,0e4956f5-7636-43d3-b4df-44a8dc165e1b,1,9,437455,703791,NA,534726,2005-06-18,growth
24b13c3a-f753-499e-ad9c-e0b45ed6922b,120805,366204,29912,429326,98835,1375859,68780,956812,20056,212459,1461398,4172463,8344882,3429726,2788872,4752504,962137,4923515,2634659,410648,327855,898510,8452669,6934961,970247,2569930,8772,2023-05-21,Holloway LLC,1998-09-25,782-67-3463,NA,part,NA,No guarantee,24,Senior Unsecured,none,3,Other,-6.12,2.99,16.5,7d51a15e-fb9f-406a-9abd-cf93d1ec421b,7e98b46b-9697-433c-a1f1-6a36fb17e093,4b66deb1-f04a-4c8b-9815-04c922566862,NAICS,8091,Taxable,security,238289,trial,442-55-2283,4.20,Mccullough Group,BT,Mayfort,JU855565,37032,1980-08-08,2043-01-09,d1a2081c-0048-4675-9fa5-20d78c390f4b,6,10,43914,689047,83079,39438,2012-04-14,campaign
f0abd915-f943-4434-b48b-ff76c2548157,416278,739694,958,13675,358768,4139967,917133,222219,139292,219271,934135,3520935,8740803,9819408,2020509,134847,2716598,4521309,2773706,8847038,830045,117826,1819343,6435034,691529,1300049,52054,2021-12-25,Thomas Ltd,1973-09-05,NA,Denise Ford,NA,6fd5603a-72b9-4f1d-bcf2-5cc2fadc90f5,No guarantee,2,Senior Unsecured,table,1,Not applicable (Fixed or entirely fee based),NA,NONE,6.8,5eb48d2c-1e71-42ce-b6ae-8207ef489dda,c87fcb19-22f3-4b4e-acec-391a83957b13,0e73ee19-8c11-407a-a6de-6a345223112d,NAICS,4298,Taxable,child,569072,community,084-82-1272,7.9,"Sweeney, Young and Orr",QA,North Dianeborough,JR504124,21769,2019-08-14,2041-08-27,a84a3bf7-d437-4f05-9e58-2bb3cee364a2,7,10,432545,390997,NA,698095,2014-08-18,down
3573ff88-14b0-48f6-af01-5e355dccf2bc,677846,82331,33815,204261,67100,3637001,185654,979113,499724,432098,1642338,2013400,3186235,7081940,7436810,898318,3902918,729921,2552495,2980115,7352,722636,3750198,630038,143685,1450211,NA,2011-02-13,Hall Inc,1973-11-12,457-15-7613,NA,trip,NA,Partial guarantee,50,First-Lien Senior,huge,1,SOFR,1.37,10.7,NA,a096cc1a-8980-4154-a0e2-21bcc70c4bc4,8fe8ce9e-0b88-4323-8bc1-1fde5d2b4dae,a6faa8b4-153a-410c-9921-98cdb8bfde9e,NAICS,382,Taxable,apply,170911,language,052-36-3430,NA,Mitchell LLC,SE,South Michelle,FZ505832,74509,1987-10-26,2052-02-22,2e02cce0-e358-46b5-8bcd-d31746f23a23,4,9,383547,868224,NA,397176,2023-01-13,control
ed8098b3-0969-4a34-a080-9f930f1f7154,148893,516824,48172,433116,1872,3577757,211107,676709,203365,454050,2724904,3931925,1007136,2788725,4111756,2381067,4089162,3157106,4547814,2026449,236476,967676,9041834,2802718,986284,2758336,NA,1989-07-25,Bell and Sons,1989-04-18,NA,NA,should,8a83d8de-f3a8-4f52-85c3-8f42464c9df7,U.S. Government Agency Guarantee,32,First-Lien Senior,room,3,Mixed,-10.45,15.42,NONE,1e6b023c-7e2d-4652-8476-5b8eba62743d,8519859f-172b-48b6-a12f-236687a094d2,fb0a6fd4-6151-47e5-aec3-78da19b5ffb6,NAICS,5567,Tax Exempt,indicate,597176,lot,142-45-7037,2.66,"Jackson, Duncan and Daugherty",PE,Bonillashire,DD242657,88330,2011-10-28,2030-06-11,df2d03f7-57c7-4a1f-a434-403c093ae91a,7,6,827444,228306,53709,269132,2005-07-09,bed
ee6885f2-1e13-415b-9e47-9702bd867698,210588,223319,29221,256623,361216,4033563,487660,106894,52966,408153,4605708,3628152,1954719,4479734,8668311,3351132,3899039,819368,2598017,6196182,16211,626163,7555437,4987314,984618,2419389,51485,1999-10-29,"Lee, Wagner and Chung",1976-02-29,NA,Scott Jenkins,NA,NA,No guarantee,87,First-Lien Senior,join,1,Treasury Index,7.75,NONE,5.75,c8f90e07-3eab-48d2-a4ce-f46ecdd5e93b,7a66fac3-02ea-4c5a-a7e4-b2f979861423,aeea5b8c-c693-4f1c-9f71-3272ab34fea0,SIC,4841,Taxable,accept,30746,fire,NA,NA,Calhoun PLC,DE,Wandamouth,QU563323,90946,1990-04-11,2036-11-19,d3f970a5-985a-4460-9f36-e81aa6aad682,2,9,387418,826584,56047,766895,1998-03-18,large
